modenumbers: 		 [2, 4, 6, 9, 12, 15, 17, 21, 24, 28, 32, 35, 39, 42, 45, 49, 51, 55, 58, 62, 66, 69, 73, 78, 79, 83, 84, 88, 91, 93, 96, 99]

freq: 		 [16098630.325080654, 86237022.97905537, 201361915.19916663, 357201304.80705076, 560849282.42916, 794223246.8588152, 1063217940.117915, 1356467718.6347418, 1669575379.6596289, 2003424364.141787, 2348995956.6251497, 2707638758.5378485, 3076689351.6856475, 3452201995.4487367, 3835634253.6404715, 4223998519.5845175, 4616226428.998312, 5012767898.970903, 5411584918.8992405, 5812735276.182103, 6215686460.649262, 6619559544.644384, 7023962160.357012, 7337580936.917446, 7426977511.862297, 7517494376.572823, 7776391965.247935, 7849936218.330895, 8131229489.21276, 8253305466.287573, 8531702756.89696, 8660172379.88686]

mass:  		 [6.962733904958356e-17, 3.124096272555523e-17, 1.769125571585149e-17, 1.7578169191537852e-17, 1.6673122080641148e-17, 1.6277966515078202e-17, 1.684274130879787e-17, 1.6425077368105398e-17, 1.6823746715069537e-17, 1.6951070026649738e-17, 1.687021699493781e-17, 1.720670010620556e-17, 1.7148455294432336e-17, 1.718930544166322e-17, 1.7311413499873638e-17, 1.7226092450944927e-17, 1.7264712718511634e-17, 1.7271813107917838e-17, 1.7166265487883086e-17, 1.71541194171624e-17, 1.7086899112624128e-17, 1.6984345942805916e-17, 1.6933421289394973e-17, 1.657059680844281e-15, 1.7554081359136458e-17, 4.835583649582119e-16, 8.398277882123115e-17, 2.0707542640197448e-17, 1.9432818881731643e-16, 1.792610420140133e-17, 2.2168766873015446e-16, 1.758990067130542e-17]

maxop1(u): 		 [3.11e-12, 3.11e-12, 3.1099999999999995e-12, 3.1100000000000003e-12, 3.1099999999999995e-12, -3.1080359781719867e-12, 3.1100000000000003e-12, -3.1043484454197112e-12, 3.11e-12, -3.097832414381934e-12, 3.11e-12, -3.0880571220922166e-12, 3.11e-12, -3.074595646874159e-12, 3.11e-12, -3.0572139802568608e-12, -4.57750935013422e-13, 2.5214451492245124e-13, -4.68652239733279e-13, 3.5120317080330393e-13, -5.482195288539153e-13, 7.821610104181187e-13, -8.382876872847267e-13, 4.4199474668798487e-13, 1.2399536381500467e-12, -7.513784153418185e-13, -7.628522099125031e-14, -2.3016543175731305e-13, 1.3324555021716621e-12, 1.4694707888337642e-12, 2.024514179597887e-13, -7.869932662127172e-13]

maxop1(v): 		 [-5.100494893951593e-13, -4.897605993538511e-13, -4.766641707117497e-13, -4.606263083219068e-13, -4.439205182893045e-13, 4.2834520318172896e-13, -4.1217490086524915e-13, 3.767872199814327e-13, -3.4123542016020097e-13, 3.2975960697572515e-13, -2.8344730966875714e-13, 2.385282692131222e-13, -1.639765435021074e-13, 1.3310404218232277e-13, -2.2584360128158605e-14, 2.712613939840286e-13, 3.11e-12, -3.0358900671871086e-12, 3.11e-12, -3.009937832656083e-12, 3.11e-12, -2.9755239543467926e-12, 3.11e-12, -9.910069765980542e-14, -2.9384783764420926e-12, 2.343484774062418e-13, 2.0049396063910526e-12, 3.11e-12, -2.6030681083683543e-14, -2.641780219000663e-12, -1.166820252198019e-12, 2.9168012470353037e-12]

