% Model:              thick.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jun 13 2023, 11:38
% Dimension:          3
% Nodes:              169
% Elements:           168
% Expressions:        900
% Description:        Frequency, , Strain tensor, ZZ-component, Strain tensor, XY-component, Strain tensor, XZ-component, Strain tensor, YZ-component, Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component
% Length unit:        m
% Coordinates
-1.0E-7|0|-1.8999999999999998E-6
-9.73423188839041E-8|0|-1.8999999999999998E-6
-9.557398761038961E-8|0|-1.8999999999999998E-6
-9.468463776780833E-8|0|-1.8999999999999998E-6
-9.334800570252095E-8|0|-1.8999999999999998E-6
-9.202695665171237E-8|0|-1.8999999999999998E-6
-9.132270328654704E-8|0|-1.8999999999999998E-6
-9.009647189000566E-8|0|-1.8999999999999998E-6
-8.863133907722307E-8|0|-1.8999999999999998E-6
-8.816598712829889E-8|0|-1.8999999999999998E-6
-8.777651447078003E-8|0|-1.8999999999999998E-6
-8.554285085135586E-8|0|-1.8999999999999998E-6
-8.445413256668659E-8|0|-1.8999999999999998E-6
-8.256777846746943E-8|0|-1.8999999999999998E-6
-8.174164614795559E-8|0|-1.8999999999999998E-6
-7.959270608358326E-8|0|-1.8999999999999998E-6
-7.902915972922409E-8|0|-1.8999999999999998E-6
-7.687523552257483E-8|0|-1.8999999999999998E-6
-7.637260295411404E-8|0|-1.8999999999999998E-6
-7.454131147626951E-8|0|-1.8999999999999998E-6
-7.223386536267347E-8|0|-1.8999999999999998E-6
-7.220451105688713E-8|0|-1.8999999999999998E-6
-7.217505316712504E-8|0|-1.8999999999999998E-6
-6.961704620872736E-8|0|-1.8999999999999998E-6
-6.772358472720401E-8|0|-1.8999999999999998E-6
-6.725012499246739E-8|0|-1.8999999999999998E-6
-6.670987481719552E-8|0|-1.8999999999999998E-6
-6.484481020142178E-8|0|-1.8999999999999998E-6
-6.321032114677936E-8|0|-1.8999999999999998E-6
-6.243949541037622E-8|0|-1.8999999999999998E-6
-6.168325347549383E-8|0|-1.8999999999999998E-6
-6.012476988337508E-8|0|-1.8999999999999998E-6
-5.84176196665791E-8|0|-1.8999999999999998E-6
-5.781004435637401E-8|0|-1.8999999999999998E-6
-5.7255379545618083E-8|0|-1.8999999999999998E-6
-5.559764895656229E-8|0|-1.8999999999999998E-6
-5.3987464377485575E-8|0|-1.8999999999999998E-6
-5.3246323538898805E-8|0|-1.8999999999999998E-6
-5.265049977926346E-8|0|-1.8999999999999998E-6
-5.085176407866498E-8|0|-1.8999999999999998E-6
-4.8614329830737506E-8|0|-1.8999999999999998E-6
-4.8457204618431276E-8|0|-1.8999999999999998E-6
-4.730853042393147E-8|0|-1.8999999999999998E-6
-4.584367585272158E-8|0|-1.8999999999999998E-6
-4.5739265168693194E-8|0|-1.8999999999999998E-6
-4.323014708701199E-8|0|-1.8999999999999998E-6
-4.2939451476465145E-8|0|-1.8999999999999998E-6
-4.119806592458778E-8|0|-1.8999999999999998E-6
-3.9985705440594074E-8|0|-1.8999999999999998E-6
-3.970378892725645E-8|0|-1.8999999999999998E-6
-3.7597661291489254E-8|0|-1.8999999999999998E-6
-3.6941623366886746E-8|0|-1.8999999999999998E-6
-3.6847754970828355E-8|0|-1.8999999999999998E-6
-3.4179457806518046E-8|0|-1.8999999999999998E-6
-3.369036827906251E-8|0|-1.8999999999999998E-6
-3.166371627779168E-8|0|-1.8999999999999998E-6
-3.149072697255005E-8|0|-1.8999999999999998E-6
-2.957165299438959E-8|0|-1.8999999999999998E-6
-2.899184066273708E-8|0|-1.8999999999999998E-6
-2.8939575177631E-8|0|-1.8999999999999998E-6
-2.6492954352922408E-8|0|-1.8999999999999998E-6
-2.6278945146882255E-8|0|-1.8999999999999998E-6
-2.592384483228653E-8|0|-1.8999999999999998E-6
-2.4178229179234928E-8|0|-1.8999999999999998E-6
-2.3187936532489858E-8|0|-1.8999999999999998E-6
-2.2154484091937972E-8|0|-1.8999999999999998E-6
-2.032857420676184E-8|0|-1.8999999999999998E-6
-2.0100985659611344E-8|0|-1.8999999999999998E-6
-1.980213575614743E-8|0|-1.8999999999999998E-6
