modenumbers: 		 [1, 3, 5, 8, 11, 14, 16, 20, 23, 27, 30, 34, 37, 40, 44, 47, 51, 55, 58, 62, 66, 69, 73, 77, 79, 82, 84, 87, 90, 92, 96, 98]

freq: 		 [16750481.523133004, 89680261.77795078, 205311521.39491537, 358230696.5776438, 559622510.1185136, 789060501.4074596, 1055225596.3059957, 1344777032.6768608, 1654876003.573053, 1986134353.9521148, 2328878486.850128, 2685801611.7797613, 3052954234.8102775, 3427003042.954868, 3809773023.969399, 4197278458.423617, 4589358360.766942, 4986342077.114139, 5385468511.047459, 5787466077.081476, 6191955077.084464, 6597270467.187008, 7003874766.42331, 7340057236.329934, 7409903095.129475, 7521153067.157385, 7777303086.919615, 7842068302.502136, 8139627182.360285, 8244848168.044909, 8547519864.8803005, 8655947899.913198]

mass:  		 [6.526630971246456e-17, 2.5915937650799882e-17, 1.2585306139058597e-17, 1.2095820160000241e-17, 1.1195341160750129e-17, 1.0845174204819753e-17, 1.1218731276574484e-17, 1.0876035763382345e-17, 1.1220668144229392e-17, 1.1283916893077537e-17, 1.1277525067584338e-17, 1.1557421455059959e-17, 1.1504564209964784e-17, 1.1626249852897353e-17, 1.1766074328431009e-17, 1.1715138196426205e-17, 1.1819671408695836e-17, 1.1812851885093689e-17, 1.1821895610514461e-17, 1.185853849705828e-17, 1.1970028168588577e-17, 1.1882739606658534e-17, 1.1966212015930025e-17, 7.695997796946434e-16, 1.2313004123492813e-17, 4.675541930347532e-16, 3.8281707242878e-17, 1.6492022167395094e-17, 1.0398487106850051e-16, 1.311329873626148e-17, 1.2017337383763315e-16, 1.2902993255885123e-17]

maxop1(u): 		 [3.0999999999999997e-12, 3.0999999999999997e-12, -3.0998707415694186e-12, -3.0996035820755053e-12, 3.0999999999999997e-12, 3.0999999999999997e-12, 3.0999999999999997e-12, -3.0948157294466922e-12, -3.0918299467577914e-12, -3.088876648908981e-12, 3.0999999999999997e-12, 3.0999999999999997e-12, 3.0999999999999997e-12, -2.6602755769082256e-12, 2.486412828369297e-12, -2.826375386221777e-12, 2.6875473179425393e-12, -3.0238531528235977e-12, 2.9754872208788544e-12, -2.5753084014104776e-12, 2.1439943214423585e-12, -1.4524753521190235e-12, 1.9673399663010152e-12, -4.904984259476885e-13, -1.4467794972812006e-12, -7.950006194410051e-13, 1.223078297080264e-12, 3.0999999999999997e-12, 7.904005088454037e-13, -2.768176332193078e-12, -5.759095750599674e-13, 1.7880167542327004e-12]

maxop1(v): 		 [2.6884450131641714e-12, 2.6413739931029805e-12, -2.6924814717342614e-12, -2.771669918273423e-12, 2.719479647249195e-12, 2.7913084938478023e-12, 2.708177327601197e-12, -2.5392943195307616e-12, -2.784422843566388e-12, -2.516387881196691e-12, 2.6448963122099456e-12, 2.6146254151793417e-12, 2.8782947266346084e-12, -3.0667001058049616e-12, 3.0999999999999997e-12, -3.0492264258094648e-12, 3.0999999999999997e-12, -2.92948834874018e-12, 3.0999999999999997e-12, -3.008124728990759e-12, 3.0999999999999997e-12, -3.0028090841459055e-12, 3.1e-12, -4.572239474860683e-13, -2.9780500597517864e-12, -2.9573828819670265e-13, 3.0041178359909333e-12, 1.787537019778451e-12, 1.7747269491041253e-12, -2.023566356671722e-12, -1.592098906055636e-12, 3.080314688055647e-12]

