modenumbers: 		 [2, 4, 6, 9, 12, 15, 17, 21, 24, 28, 31, 35, 38, 41, 45, 48, 52, 56, 59, 63, 67, 70, 74, 78, 80, 83, 85, 88, 91, 93, 97, 99]

freq: 		 [16750880.967455449, 89682271.50884658, 205315254.44547102, 358238390.0885653, 559635013.9647151, 789079647.6941581, 1055254531.4486667, 1344814056.1248705, 1654921241.5032997, 1986196668.4595258, 2328953563.6342154, 2685875887.0916877, 3053061385.6357603, 3427125772.1403656, 3809885205.8080053, 4197436262.152554, 4589532946.190522, 4986511382.967644, 5385703437.578267, 5787668479.831566, 6192241097.39598, 6597638120.102324, 7004268120.837686, 7340184062.194367, 7410180145.959084, 7521496535.606367, 7777564490.922952, 7842187570.53208, 8139875455.632792, 8245206124.6663265, 8547668304.254325, 8656476018.254307]

mass:  		 [6.526511598282777e-17, 2.5915063591278328e-17, 1.2585015622169249e-17, 1.2095315117723886e-17, 1.1194938045059236e-17, 1.0844919632941569e-17, 1.1217195574816313e-17, 1.0875031104729269e-17, 1.1216721615211136e-17, 1.1281387750325293e-17, 1.1248943209106578e-17, 1.1550648593531345e-17, 1.1493958586881661e-17, 1.1619120203179449e-17, 1.176216136119281e-17, 1.169312887139939e-17, 1.181298711541852e-17, 1.1804864910476024e-17, 1.1805775081011236e-17, 1.1852215097750389e-17, 1.1957503173245308e-17, 1.1829656021619566e-17, 1.1916069743020445e-17, 7.827473029009134e-16, 1.2260312271938944e-17, 4.618282086467843e-16, 3.832133797878218e-17, 1.6544422801733828e-17, 1.0457278457995311e-16, 1.3109983684098366e-17, 1.2078672375366074e-16, 1.285014348069188e-17]

maxop1(u): 		 [-2.688443311493252e-12, -2.641347914886208e-12, 2.6926226366646887e-12, 2.7720722336724253e-12, -2.7185207549079054e-12, -2.7893889344387127e-12, -2.7048623433553942e-12, 2.544577688483162e-12, 2.7926576366354813e-12, 2.527599498942972e-12, -2.628555803382543e-12, -2.5877108564455373e-12, -2.8498836885040277e-12, -3.0651054209358947e-12, 3.0999999999999997e-12, -3.0469076059113285e-12, 3.1e-12, 3.0043443090657272e-12, 3.0999999999999997e-12, -3.0034745539688373e-12, 3.0999999999999997e-12, -2.996616322856487e-12, 3.0999999999999997e-12, 4.811523353333724e-13, -2.971132982138547e-12, 3.318692618579399e-13, 3.0068750356285222e-12, -1.6230718041023725e-12, 1.7651071097679948e-12, 2.203790124755056e-12, -1.5794857720251618e-12, 3.0734305421548475e-12]

maxop1(v): 		 [3.1e-12, 3.0999999999999997e-12, -3.0998645435390387e-12, -3.099584952397199e-12, 3.0999999999999997e-12, 3.0999999999999997e-12, 3.1e-12, -3.094556080786951e-12, -3.0914933682758053e-12, -3.088390481957717e-12, 3.0999999999999997e-12, 3.1e-12, 3.0999999999999997e-12, 2.694819648243328e-12, -2.4447047878904327e-12, 2.87843509532233e-12, -2.6237367968326354e-12, -3.0238472937398296e-12, -2.8865408529656396e-12, 2.6696352383832706e-12, -2.0400416635316445e-12, 1.5530606216029465e-12, -1.8446802872626153e-12, -4.826707937063091e-13, 1.5728925772854548e-12, -7.963396388897784e-13, -1.0908069465054682e-12, 3.0999999999999997e-12, -7.052067080144032e-13, -2.7651937949863533e-12, 6.627364457529304e-13, -1.6072981729748817e-12]

maxop1(w): 		 [6.034485535949597e-14, 1.768466606102565e-13, 3.1550721630023625e-13, 4.831234582561432e-13, 6.573726842171228e-13, 8.381490600948752e-13, 9.99202162260991e-13, 1.1311751908232725e-12, 1.346553651802454e-12, 1.4372730349418575e-12, 1.6295928823388348e-12, 1.7507797541397185e-12, 1.98216973292361e-12, 2.051441610788955e-12, 2.109687310812996e-12, 2.397594311566937e-12, 2.436632445269856e-12, 2.6981336985790677e-12, 2.821593001968595e-12, 2.7893311503391005e-12, 2.644408954792777e-12, 2.56805781045904e-12, 2.770421341555418e-12, 5.548061576492505e-13, 2.7632843182770774e-12, 7.174152656249605e-13, 2.6523196833017886e-12, 2.9927514389496734e-12, 1.6256980279835265e-12, 3.0973148297276694e-12, 1.564671022149894e-12, 3.090084055329125e-12]

+0 solid.eZZ: 		 [-4.951296712917361e-10, 1.2874760930395115e-09, 1.671588197915089e-09, -2.8552666796845885e-09, -3.030536717586494e-09, 3.4831928745469204e-09, -4.09319630500442e-09, -2.1718961174563857e-09, 3.192752589633658e-09, 4.64415961125314e-10, -1.8516532982368142e-08, -4.6042988772159755e-09, 1.497082981737595e-08, -9.190865086070677e-09, -1.5743204544928836e-08, 1.3822163628845001e-09, -1.7677643367115683e-08, 2.6331469265302346e-08, -9.828853204634105e-09, -2.1686999435778014e-08, -2.9334233959899096e-08, -1.0343646191446032e-08, -2.2023857058409695e-08, 1.9633428089020323e-08, -3.079369222718035e-08, -1.1817422822277484e-08, -8.846780634377465e-08, 1.957905204321794e-07, 9.228061834032995e-08, 6.421298946999164e-10, 9.920034227857432e-08, 2.7437448694280342e-09]

-R solid.eZZ: 		 [-1.012469821981705e-07, 2.6507731088336926e-07, 3.447920953691203e-07, -5.526314017825639e-07, -6.607505293301049e-07, 7.38526826086789e-07, -7.029075545465096e-07, -4.932583258644872e-07, 2.4602257117997553e-07, 1.9394247422938635e-07, 7.399245544106384e-07, -1.4333194861920775e-06, 2.4077048798443862e-06, -3.5668173706144864e-06, -4.600805732529235e-06, -5.567522805625666e-06, -6.573407519477927e-06, 7.232967050356156e-06, -8.24952199975475e-06, -8.929953243669555e-06, -9.455492239590245e-06, -9.851580978176115e-06, -1.0071354677019178e-05, 3.590231423809069e-06, -1.0291550604527792e-05, -1.0249176912102768e-06, -1.4680415641134129e-05, 4.03245726876916e-06, 1.188237419281785e-05, 4.960620353144715e-06, 1.1238075316839465e-05, -5.987863947635839e-06]

